text_id,u_n,u_who,text,label
SUGJ,130,S0645,yeah the more they like it ,
SNMZ,1207,S0561,mm,
SR5H,237,S0592,what man?,
SEKZ,494,S0262,but you know I find that bizarre,
SUGJ,1010,S0645,so that's fine that's being done,
SUVQ,1140,S0236,yeah that's good,
SD3R,1040,S0336,yeah,
S38V,848,S0198,yeah really quick,
SB4D,2027,S0199,mm,
SYWR,298,S0391,as well,
SLSS,1312,S0583,thank you,
S38V,644,S0198,just to build a relationship or whatever,
S6BS,185,S0602,so,
SVLK,243,S0267,yes a classic ,
SJB4,3390,S0192,I thought it was twenty,
SP9F,841,S0262,gor it's a fascinating world isn't it?,
S5XD,2996,S0192,take care ,
SLSS,891,S0585,yeah,
SA2J,2864,S0525,they'll do for three hundred quid a week?,
SUVQ,183,S0235,yeah it is really nice I don't think I've had this before I guess it's just what I drink anyway,
SEKZ,137,S0353,yeah,
SBEV,252,S0363,mm,
SUUE,1457,S0371,yeah?,
SAZX,813,S0600,ten ten ten for me please,1
S3LE,2845,S0343,it's brand new,
SG56,279,S0262,are actually like that?,
S5XD,1551,S0196,to go yeah for the pay,
SJN6,281,S0426,yeah,
SLBG,264,S0415,where where did you go?,
S346,259,S0255,yeah I know I know it's just a fashion of what it actually is but see look these are twenty-one pound now,
SQ93,155,S0390,no I haven't had any,
SUVQ,3346,S0192,as a man you have to yeah it's part of being a man,
S7DR,68,S0176,then ,
S85D,1274,S0336,mm,
S7ZG,34,S0261,yes,
S8CB,693,S0592,do you understand where I'm coming from?,
SP9F,944,S0335,so whereas it used to be you know tiger skin on the wall,
S6W8,1506,S0492,yeah I'm glad you went for ,
SN98,151,S0229,no,
SEBP,7,S0202,do you want me to walk to the shop with you? ,
SE3Y,355,S0227,er er yeah you work in kilos don't you yeah about erm,
SM99,341,S0337,really tired,
SAUR,4366,S0192,mm there's not much attacking us at the minute,
SD3R,1184,S0336,like older cousins who are only just getting married and they're like mid-thirties,
SJB4,5492,S0199,mm,
SQ93,264,S0392,yeah easy ,
SBEV,66,S0336,just got too much food ,
SPC3,10,S0198,the great ,
S8CB,457,S0593,yeah it's no use to me is it?,
SWY3,3395,S0391,are you good at Trivial Pursuit?,
SUVQ,14667,S0192,it's nice to teach children ,
S432,173,S0392,are you going to ,
SUGJ,788,S0645,cos it's a really busy day but Monday Wednesday and Friday,
SUVQ,12676,S0192,what?,
S2QU,381,S0520,oh god as well even if I have a couple of glasses of wine I'm ,
S985,1038,S0337,yeah I know,
SUVQ,10931,S0192,but who wants the heating on at night?,
S632,2256,S0211,oh he's so cute,
SAZX,1473,S0600,children's books pink,
SUVQ,8806,S0198,yeah our food is really bland,
SN8K,790,S0255,mm,
SA2J,2143,S0525,yeah,
SAUR,5333,S0189,mm,
SA4W,462,S0262,yeah something and I'll make ,
S4QK,315,S0246,well I wouldn't put it past him would you?,
SLSS,2955,S0585,yeah it's a good sound,
SUVQ,13897,S0236,yeah,
SUVQ,11399,S0192,have you heard ,
S5XD,1666,S0192,I'm not in control of what I eat I'm not in control of when I do things,
S5B6,325,S0232,yeah ,
SNE5,809,S0392,have a wander,
SUVQ,3193,S0198,yeah it's good,
SR7C,98,S0623,mm,
S6W8,272,S0492,yeah,
S6W8,3964,S0493,as in the garden er the Guardian and everyone,
SE6F,501,S0336,that one?,
S457,1147,S0617,yeah,
S7RA,711,S0278,perhaps we do,
S6W8,402,S0493,that information you kind of,
SH2P,180,S0228,or just unsafe do you know what I mean?,
SLJ5,118,S0681,so is that,
S6W8,5366,S0497,I thought you did early doors,
S6W8,3621,S0496,All Saints,
SEJT,502,S0262,they like to hang back to say,
SD6X,1819,S0058,peg-legged men ,
SUVQ,5995,S0192,they just looked for some modern terminology didn't they? everyone's topping up their phone,
S3LE,1372,S0343,boys,
SUUE,163,S0262,sure ,
SYHP,2935,S0262,amber ,
STKH,371,S0167,oh that's really good can you send that to me as well?,1
SJB4,4081,S0197,well you can't really do it with only three of you playing it,
S457,257,S0525,old misery guts getting in the way ,
SA2J,206,S0525,all I'm doing just erm ,
SYWB,415,S0416,it's just just say just say,
S457,612,S0525,as long as he's paying you I don't care what he thinks,
SJB4,4597,S0192,what kind of scenario is that?,
S6BS,647,S0594,I I have full ,
S968,451,S0497,spiders not that bothered,
SN8K,1977,S0318,pretty cool,
SR5J,897,S0497,I think,
SGSY,346,S0261,however there was never any forum for you to actually meet together unless it was both of you doing it so all she was was a go-between,
SAZX,1966,S0600,comedy starring ,
SAUR,734,S0189,yeah,
SMW8,3120,S0316,morning together and then I met up I moved hotels and then erm met up with ,
SVLK,213,S0310,as they're doing it erm and so they're thinking do I feel comfortable with this? can I actually do it? is it making me want to get out of bed in the morning to come here? do I foresee actually coming back to that and you were saying how your daughter was very motivated ,
SEJT,686,S0262,so,
S85D,156,S0345,was it the mum one?,
SA2J,2147,S0525,oh they're nine hundred mil aren't they?,
S2QU,411,S0520,and I was like okay we've done it like after half an hour of literally like chaos,
S457,838,S0617,yeah,
S28F,1553,S0255,yeah,
S6W8,5156,S0492,do you want some pennies? you've got some pennies for a watch,
S7RA,387,S0278,erm you can't do it erm so she said what about Blu-Tack? er no it won't stick with Blu-Tack so in the end I'd used ,
SC8H,457,S0397,ah,
S6BS,1023,S0594,so,
S5QR,352,S0324,yeah,
S6W8,370,S0493,okay right ,
S85D,181,S0337,I'll go this way alone,
S6BS,705,S0592,and there's another five,
SRNC,877,S0587,cos I've never done it any any other way,
SEKZ,781,S0262,if you go in there it's really spooky,
S6BS,931,S0594,falcon,
S3LE,2576,S0342,and then they have people going from one to one to one how it should be,
SBEV,508,S0336,that the breakup wasn't just breaking up with the dad it was breaking up with the kid as well which is just horrible,
SFJ2,364,S0276,yeah?,
S6W8,5844,S0496,hang is that all of them? cos I ,
SUVQ,9816,S0236,mm,
SYWR,1047,S0392,what?,
SH2P,601,S0192,cos there're other languages if you go to the east,
SRNC,1213,S0584,have you put all three pages in? ,
SGYW,321,S0070,quite like ,
S632,3405,S0221,we should all watch Frozen together,
S632,2190,S0208,accepting the apology on their behalf,
SMW8,4243,S0256,we we have battles like there's little there's battles in the hot tub,
SMW8,4606,S0316,mm,
SLRY,435,S0325,cos ,
SA7J,615,S0563,well done,
SUVQ,11710,S0235,kinda Syria and they're going straight from Syria,
SWY3,932,S0391,it's really good,
S5U8,1176,S0475,mm,
SY5K,65,S0282,okay,
SA7J,2113,UNKMALE,yeah yeah and set fire to,
SP9F,1647,S0262,yeah ,
SNMZ,90,S0564,terrarium what's a vivarium then?,
S682,604,S0189,I've got that ,
SGSY,122,S0262,yeah,
SMW8,508,S0255,mm,
SBJM,266,S0329,erm because I looked it up on the internet and also everyone says that but I'm gonna wash the floor in a sec cos the floor's dirty and the and the toaster was absolutely heaving with crumbs so it and we ,
SR5J,903,S0493,gotta pay the costs to be the boss ,
S6BS,3119,S0594,it's near Spain,
SD6X,153,S0179,okay ,
S63L,338,S0262,so that they don't get it for themselves and then just go away and reproduce it and then you've lost your core ,
SRRS,436,S0441,mm,
SLSS,224,S0585,it's when he's like t' Lion t' Witch and t' Wardrobe,
SN98,168,S0192,yeah yeah,
S63L,759,S0261,yeah ,
S632,4053,S0221,yeah I want a cuddle,1
SC2T,871,S0391,I think ,
SNMZ,1646,S0563,I might be,
S632,6996,S0211,I have to choose the spade one,
SHX2,575,S0417,what on earth is number three?,
SHCG,531,S0347,yeah yeah yeah ,
SNG4,359,S0258,yeah,
SC8H,599,S0391,I had to they said ,
SR7C,263,S0623,you remember us moaning about that? being on the toilet and having a shower at the same time,
SUVQ,8061,S0235,no no no,
SN98,1344,S0192,that money kept you afloat didn't it?,
S3LE,1296,S0337,I've got size I've got ten and a halves to twelves so ,
S6W8,3404,S0496,mm yeah yeah I can ,
SAUR,3520,S0192,yellow and green,
S2FQ,20,S0262,yeah,
SR7C,690,S0525,tummy's still not quite right,
S6W8,847,S0496,alright ,
SLJ5,478,S0679,best to erm ,
S35K,1132,S0372,it's your your elevator pitch,
S968,2233,S0494,that's a really nice lovely tree,
SEJT,622,S0262,yeah yeah,
S632,2191,S0202,yeah I was like don't worry about it right now,
SRNC,963,S0587,is another snap like that?,
SUEL,475,S0180,that didn't last long did it,
S3M4,240,S0525,but ,
SUGJ,349,S0645,I've checked er it's on a reminder on the phone yeah er ,
SYEF,704,S0525,you don't want this you're gonna want milk,
SFNQ,265,S0237,yeah,
S38V,87,S0198,I suppose if have a car but ,
SUVQ,11652,S0198,yeah yeah,
S6W8,169,S0497,me again,
S6W8,4891,S0493,are you have you given yourself two points?,
SAZX,997,S0602,yeah,
SR7C,1072,S0525,no ,
SJRQ,1862,S0392,if one thing does that you just get a lump sum,
SN98,1162,S0230,later,
SD6X,2148,S0058,ah er hang on ,
SNMZ,1544,S0561,nom nom,
SMW8,2298,S0316,they were living together for the beginning of one series,
SBJM,151,S0326,why not?,
SJB4,1441,S0197,you can go down the Co-op only a pound for Maltesers,
SKRC,1081,S0440,well ,
SKRC,1045,S0481,okay fine,
S6W8,2397,S0496,people breaking into the house all the time don't I? I'm a bit of a,
SYWR,799,S0391,how does it say it?,
SJB4,3025,S0192,is there even any volume to that?,
SUVQ,10265,S0192,even on simple fairly traditional terms I mean SandM and like gimp costumes they ,
SKJ3,38,S0230,yeah,
SB32,708,S0525,probably be in three cars,
SMW8,4210,S0256,it is ,
S6W8,1800,S0492,does anybody want my onions? ,
SHJE,710,S0594,right,
SNMZ,1083,S0561,well no I just think it's buy a new set,
SDFL,1344,S0153,my dog ,
SJB4,1837,S0199,then you don't have a go,
SDFL,371,S0012,yeah but yeah that is true but the the perception has gone wrong now because all that sort of power is put over to the East now and they've got the pollution and the filth that the the West make,
SJLF,153,S0208,do you live here?,
S968,110,S0496,that doesn't make me feel better that makes me feel worse,
S632,7060,S0208,was it a tree?,
SB4D,746,S0197,yeah,
SGSY,478,S0261,yes ,
SUVQ,9476,S0192,mm,
SYHP,192,S0361,for ,
SUVQ,14567,S0192,it's twelve it's midnight,
SUGJ,907,S0282,that means he's gonna go at a moment's notice he's gonna just phone you up and say I've got to go to ,
S84P,662,S0013,eight eight,
SUVQ,15969,S0192,is this like the real version or something do you know what I mean?,
S985,2236,S0336,erm,
SJRQ,1221,S0393,right okay so I'm going like this,
S35K,250,S0372,beautiful little place,
S6BS,1071,S0592,probably pronounced Thiam isn't it?,
S38V,2569,S0192,yeah ,
SFCW,315,S0263,what why? why?,
SB4D,40,S0191,I don't want okay I really ,
SJB4,4074,S0199,mission cards?,
SAUR,4442,S0192,no he can't any more there's the two of us now,
SYEF,814,S0615,yes I think they do sell them in Next or they sell in the erm ,
SMZV,325,S0336,exactly,
SUVQ,8776,S0198,they're like but ,
SMW8,4549,S0256,oh my god I don't wanna do this but when you had a ,
S3LE,2189,UNKFEMALE,thank you,
SJB4,524,S0199,how do you know if you've held it?,
S38V,1652,S0198,I don't know if you can even buy it in there,
SUVQ,5950,S0235,well if they do it I don't think they will do it,
SR5H,777,S0593,erm if you get somebody in the right place ,
SHJE,618,S0592,cos I was thinking three but I thought no what if it's two? and then it was three,
S432,110,S0391,you'll have to get it in ,
S8CB,678,S0593,okay,
S7DR,1018,S0167,he felt duty bound,
SUVQ,6460,S0192,well then you'll be very pissed,
SHJE,1045,S0594,well I feel sorry for ,
SN8K,1430,S0317,yeah,
S6KV,487,S0417,but ,
SB4D,766,S0189,that's crazy,
ST82,823,S0617,it was only a short,
SUVQ,3691,S0198,yeah she had a Masters,
S4WJ,337,S0441,meese ,
S5QR,344,S0324,French plait yeah,
ST82,771,S0617,yeah ,
S38V,194,S0192,yeah it has ,
S38V,2042,S0198,yeah,
S6BS,1086,S0594,oh that makes sense,
SWY3,476,S0392,or I could we could just sort of start it riffing ,
SUVQ,3974,S0192,oh my god no my niece used to be quite into it we were er we used to go in ,
SYWR,32,S0397,fruit,
SUEL,660,S0070,but a lot or?,
S3S6,83,S0275,yeah probably ,
SJRQ,615,S0392,the snot from coming out is all inflamed,
SFCW,360,S0264,mm,
SN98,962,S0192,but worried ,
S457,403,S0525,yeah and the baby ,
SUUE,1036,S0371,I was able to offer them ,
SD3R,2142,S0344,oh like this and I'm like ,
S38V,1847,S0192,I think in a way you need a knife is there only one knife?,
SEBP,64,S0218,like it fucking,
SG56,665,S0262,you don't need serviette ,
SEKZ,1355,S0262,mm,
SUVQ,8374,S0236,what?,
S8CB,639,S0592,yeah no basically,
SR5H,36,S0592,never,
SEKZ,2353,S0353,the expats cos I said my Land Rover had a lot of problems with it in the early days when I was out here and and it was the computer not the Land Rover but the ,
SRNC,920,S0584,right okay so have you got ,
S432,739,S0392,well yeah to be honest that is the army lot isn't it? ,
SLBG,323,S0418,mummy,
SC2T,333,S0393,it said provision of social security,
S7ZG,607,S0262,you got erm you got erm ,
S35K,98,S0372,there was another waterfall,
SLJ5,135,S0679,you'd only ,
SJB4,1909,S0197,your go,
SJB4,5504,S0199,are you hungry?,
SQ36,400,S0338,he always needs secateurs he does,
SRRS,418,S0441,oh,
SAUR,1429,S0192,you might wanna use your erm nuke next time round,
SAUR,954,S0190,no,
ST82,1092,S0617,oh,
SB4D,2165,S0199,mm,
SWY3,1395,S0392,coward can go fast we didn't get that one did we?,
SD6X,639,S0058,then there's some sort of thumps ,
SPLU,460,S0614,yeah,
S8CB,459,S0593,if he goes into the garden soon we'll know why,
SXJP,99,S0441,I dunno ,
SUVQ,5360,S0235,yeah ,
S5XD,2680,S0194,I thought I was ,
SUVQ,6878,S0198,it's quite hard,
SUVQ,8780,S0192,that's just the stupidest,
S5XD,2229,S0196,right ,
SR5H,221,S0593,unfortunately it's very catchy,
SB32,391,S0525,yeah they were bombing down,
SJRX,293,S0392,and she won the box as well,
SUGJ,573,S0282,so is it sitting height? or standing height?,
SJB4,1708,S0192,bloody hell he's got an army in Iceland ,
SJKD,442,S0567,can you move out the way? can you move out the way please? no like out out of the way so I can do ,1
SRNC,303,S0584,oh you can do that on Dropbox can't you?,
SMW8,733,S0255,she said and you've just got it already made and I'm like yeah that's a good idea too,
SJB4,671,S0192,I'm not sure,
S7JS,380,S0520,they'd be all his secretaries would so it for him and they got picked up and,
S6BS,1485,S0592,yes,
SQ36,439,S0336,wanna do in the house,
S3LE,2010,S0342,so he'd like rattle the tree and he'd be like ,
S3MW,176,S0615,oh yeah,
SYHP,356,S0361,we tend to also have good retention,
SRRS,442,S0441,yeah ,
SGYW,744,S0180,you don't beat him with a stick,
SYHP,3065,S0262,it's like can't take your eyes off it,
S5XD,3085,S0194,but ,
SBJM,40,S0326,it was very nice did you use my little chillies?,
S968,1887,S0495,do you know who who she is then?,
S6W8,2612,S0497,I don't know where he's put it I can't ,
SFNQ,547,S0237,it just it's just like a emphasis I guess,
SUUE,1557,UNKMALE,no? what is your? ,
S38V,2150,S0198,it smells differently,
SUGJ,572,S0645,because they're too busy they're all quite straight bods and they are busy when they're in the building they're not the kind who wants to go and sit in the toilets you know?,
SUVQ,4239,S0198,well she had a lot of people over as well all the time but,
SKZX,113,S0393,when you went with ,
SAT9,266,S0058,yeah ,
S632,4756,S0208,the indefinitive article,
S28F,1281,S0255,so you're somewhere together whereas you were actually on your own with nothing ,
S35K,1088,S0372,and I sent them the changes,
S28F,2278,S0315,yeah,
SA4W,13,S0261,I can see that they're closed,
S632,4096,S0222,you know like when she was like threatening her family and stuff,
SA2J,2877,S0622,yes,
SLRD,728,S0282,can they cut hair?,
S35K,1757,S0372,flawed human,
SE3Y,75,S0227,you wouldn't get the architecture of the sixties and seventies,
S35K,2077,S0372,mm,
SMW8,494,S0316,it's generally erm generally done by older people isn't it?,
SQ36,1136,S0337,he might go there,
SUUE,1399,S0371,or ,
S632,4212,S0211,or TVs,
S6W8,4150,S0497,you ain't gone for ages mate,
SAZX,31,S0602,underground okay science and nature of underground,
S5XD,1780,S0194,yeah ,
SJB4,4486,S0199,would you leave that as her decision?,1
SNRQ,534,S0018,then again when I was in France I used to have em le petit noir like a tiny little cup of really intense coffee ,
S8CW,24,S0305,yeah,
SBQZ,829,S0262,yes ,
SFNQ,545,S0237,it doesn't really mean anything,
SEKZ,1017,S0262,mm,
SD6X,421,S0179,did that a while ago,
SN98,154,S0198,oh you did?,
S632,2106,S0208,like to end the day a reward for not smoking all day is a cigarette at the end of the day,
SUVQ,3181,S0198,I've got ,
SHCG,211,S0347,oh ,
SNMZ,815,S0563,no,
SN8K,52,S0318,on the other side and erm ,
SN8K,927,S0255,so they're playing really well and he's really enjoying it which is the main thing,
SLSS,903,S0585,it's just a thing that ,
SEKZ,1854,S0353,I don't know because ,
SNRQ,201,S0018,you're not necessarily translating ,
SUVQ,14179,S0235,the same that like if you get like a real thick Scottish accent I haven't got a clue,
S8CB,586,S0593,oh okay,
S7ZG,808,S0261,that that that's right so if you're working from September October November December that's four months so that's a quarter of your annual leave entitlement,
